,X,Y,OBJECTID,ticket_number,issued_date,location,description,status,amount,dayofweek,hour,coords
9360,-8476769.72062886,5319449.27025695,9361,231501267,2023/02/21 10:25:00+00,300 WASHINGTON ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25,Tuesday,10,"('43.0492047', '-76.1481375')"
9361,,,9362,230100535,2023/02/21 10:26:00+00,800 CROUSE AVE S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25,Tuesday,10,"('43.04007083343953', '-76.13670371296793')"
9362,-8476769.72062886,5319449.27025695,9363,231501268,2023/02/21 10:25:00+00,300 WASHINGTON ST E,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,25,Tuesday,10,"('43.0492047', '-76.1481375')"
9363,-8476769.72062886,5319449.27025695,9364,231501270,2023/02/21 10:26:00+00,300 WASHINGTON ST E,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Adjudication Pending ,60,Tuesday,10,"('43.0492047', '-76.1481375')"
9364,-8476769.72062886,5319449.27025695,9365,231501269,2023/02/21 10:26:00+00,300 WASHINGTON ST E,FIRE LANE/ALL TIMES CO15-316 (A)14,Adjudication Pending ,60,Tuesday,10,"('43.0492047', '-76.1481375')"
9365,,,9366,230900733,2023/02/21 10:26:00+00,200 SALINA ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25,Tuesday,10,"('43.049465', '-76.152317')"
9366,,,9367,230100536,2023/02/21 10:27:00+00,800 CROUSE AVE S,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Tuesday,10,"('43.04007083343953', '-76.13670371296793')"
9367,-8476769.72062886,5319449.27025695,9368,231501272,2023/02/21 10:27:00+00,300 WASHINGTON ST E,FIRE LANE/ALL TIMES CO15-316 (A)14,Third Notice,60,Tuesday,10,"('43.0492047', '-76.1481375')"
9368,-8476769.72062886,5319449.27025695,9369,231501271,2023/02/21 10:27:00+00,300 WASHINGTON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25,Tuesday,10,"('43.0492047', '-76.1481375')"
9369,-8476769.72062886,5319449.27025695,9370,231501273,2023/02/21 10:27:00+00,300 WASHINGTON ST E,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Third Notice,60,Tuesday,10,"('43.0492047', '-76.1481375')"
9370,-8476769.72062886,5319449.27025695,9371,231501274,2023/02/21 10:29:00+00,300 WASHINGTON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,25,Tuesday,10,"('43.0492047', '-76.1481375')"
9371,-8476769.72062886,5319449.27025695,9372,231501276,2023/02/21 10:29:00+00,300 WASHINGTON ST E,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Adjudication Pending ,60,Tuesday,10,"('43.0492047', '-76.1481375')"
9372,-8476769.72062886,5319449.27025695,9373,231501275,2023/02/21 10:29:00+00,300 WASHINGTON ST E,FIRE LANE/ALL TIMES CO15-316 (A)14,Adjudication Pending ,60,Tuesday,10,"('43.0492047', '-76.1481375')"
9373,,,9374,230100537,2023/02/21 10:30:00+00,100 MARSHALL ST,PARKED IN LOADING ZONE/ALL CO15-329,Issued,25,Tuesday,10,"('43.041511', '-76.13648')"
9374,-8476769.72062886,5319449.27025695,9375,231501277,2023/02/21 10:30:00+00,300 WASHINGTON ST E,NONE/ONE LICENSE PLATE/ALL VTL402-1,Adjudication Pending ,25,Tuesday,10,"('43.0492047', '-76.1481375')"
9375,,,9376,230100538,2023/02/21 10:33:00+00,100 MARSHALL ST,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25,Tuesday,10,"('43.041511', '-76.13648')"
9376,,,9377,231300911,2023/02/21 10:32:00+00,300 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,10,"('43.055433', '-76.137463')"
9377,,,9378,231501278,2023/02/21 10:33:00+00,300 WATER ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25,Tuesday,10,"('43.050398', '-76.14916')"
9378,,,9379,231300912,2023/02/21 10:34:00+00,300 GREEN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,10,"('43.055433', '-76.137463')"
9379,,,9380,231300913,2023/02/21 10:34:00+00,300 GREEN ST,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25,Tuesday,10,"('43.055433', '-76.137463')"
9380,,,9381,230100539,2023/02/21 10:34:00+00,100 MARSHALL ST,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,100,Tuesday,10,"('43.041511', '-76.13648')"
9381,,,9382,230900734,2023/02/21 10:34:00+00,300 SALINA ST S,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,100,Tuesday,10,"('43.048561', '-76.152329')"
9382,,,9383,230900735,2023/02/21 10:34:00+00,300 SALINA ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25,Tuesday,10,"('43.048561', '-76.152329')"
9383,,,9384,230900737,2023/02/21 10:36:00+00,300 SALINA ST S,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25,Tuesday,10,"('43.048561', '-76.152329')"
9384,,,9385,230900736,2023/02/21 10:36:00+00,300 SALINA ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25,Tuesday,10,"('43.048561', '-76.152329')"
9385,,,9386,230900738,2023/02/21 10:36:00+00,300 SALINA ST S,PARKED IN LOADING ZONE/ALL CO15-329,Third Notice,25,Tuesday,10,"('43.048561', '-76.152329')"
9386,-8475764.83960271,5320825.84364939,9387,231300915,2023/02/21 10:41:00+00,200 HIGHLAND ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,10,"('43.0581655', '-76.1390405')"
9387,-8475764.83960271,5320825.84364939,9388,231300914,2023/02/21 10:39:00+00,200 HIGHLAND ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,10,"('43.0581655', '-76.1390405')"
9388,,,9389,230100540,2023/02/21 10:43:00+00,900 WALNUT AVE,PARKED IN LOADING ZONE/ALL CO15-329,Third Notice,25,Tuesday,10,"('43.041035', '-76.1324993')"
9389,-8475734.28242285,5321194.70101211,9390,231300916,2023/02/21 10:43:00+00,400 GRAVES ST,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25,Tuesday,10,"('43.0605422', '-76.1388726')"
9390,-8470967.86009183,5319454.7541964,9391,231501279,2023/02/21 10:44:00+00,400 FAYETTE ST E,MISC,Third Notice,25,Tuesday,10,"('43.048533', '-76.147252')"
9391,,,9392,231300917,2023/02/21 10:47:00+00,100 FARMER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,10,"('43.064194', '-76.137202')"
9392,-8470967.86009183,5319454.7541964,9393,231501280,2023/02/21 10:44:00+00,400 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25,Tuesday,10,"('43.048533', '-76.147252')"
9393,-8477729.51729065,5320034.70046295,9394,231501281,2023/02/21 10:46:00+00,400 GENESEE ST E,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,25,Tuesday,10,"('43.047958', '-76.147246')"
9394,-8478661.26137678,5316781.70843512,9395,231501282,2023/02/21 10:50:00+00,300 ONONDAGA ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Tuesday,10,"('43.047056', '-76.148524')"
9395,,,9396,231300918,2023/02/21 10:52:00+00,100 JOHN ST,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Tuesday,10,"('43.061265', '-76.149216')"
9396,,,9397,231300919,2023/02/21 10:53:00+00,100 JOHN ST,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Third Notice,25,Tuesday,10,"('43.061265', '-76.149216')"
9397,,,9398,231300920,2023/02/21 10:54:00+00,100 JOHN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,10,"('43.061265', '-76.149216')"
9398,-8478661.26137678,5316781.70843512,9399,231501283,2023/02/21 10:52:00+00,300 ONONDAGA ST E,PRKD 12 IN FROM CURB/ALL CO15-301,Paid In Full,25,Tuesday,10,"('43.047056', '-76.148524')"
9399,,,9400,408070D,2023/02/12 00:38:00+00,300 JEFFERSON ST W,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Third Notice,100,Sunday,00,"('43.04755', '-76.155721')"
9400,-8478661.26137678,5316781.70843512,9401,231501284,2023/02/21 10:53:00+00,300 ONONDAGA ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25,Tuesday,10,"('43.047056', '-76.148524')"
9401,,,9402,231300922,2023/02/21 10:57:00+00,100 JOHN ST,LEFT WHEELS TO CURB/ALL CO15-301,Third Notice,25,Tuesday,10,"('43.061265', '-76.149216')"
9402,,,9403,231300921,2023/02/21 10:55:00+00,100 JOHN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,10,"('43.061265', '-76.149216')"
9403,,,9404,231501285,2023/02/21 10:56:00+00,300 MONTGOMERY ST,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25,Tuesday,10,"('43.0482461', '-76.1495403')"
9404,,,9405,408071D,2023/02/12 00:40:00+00,300 JEFFERSON ST W,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,25,Sunday,00,"('43.04755', '-76.155721')"
9405,,,9406,408073D,2023/02/12 00:44:00+00,200 JEFFERSON ST W,PRKD 12 IN FROM CURB/ALL CO15-301,Paid In Full,25,Sunday,00,"('43.0468838', '-76.1551802')"
9406,,,9407,231300923,2023/02/21 11:02:00+00,400 ALVORD ST N,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25,Tuesday,11,"('43.061807', '-76.144989')"
9407,,,9408,408074D,2023/02/12 00:45:00+00,200 JEFFERSON ST W,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Sunday,00,"('43.0468838', '-76.1551802')"
9408,,,9409,408075D,2023/02/12 00:47:00+00,200 JEFFERSON ST W,PRKD 12 IN FROM CURB/ALL CO15-301,Paid In Full,25,Sunday,00,"('43.0468838', '-76.1551802')"
9409,,,9410,231300925,2023/02/21 11:04:00+00,400 ALVORD ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,11,"('43.061807', '-76.144989')"
9410,,,9411,231300924,2023/02/21 11:02:00+00,400 ALVORD ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,11,"('43.061807', '-76.144989')"
9411,,,9412,408076D,2023/02/12 00:49:00+00,200 JEFFERSON ST W,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Sunday,00,"('43.0468838', '-76.1551802')"
9412,,,9413,408085D,2023/02/16 11:29:00+00,400 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Paid In Full,25,Thursday,11,"('43.046903', '-76.150912')"
9413,,,9414,231300926,2023/02/21 11:05:00+00,400 ALVORD ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,11,"('43.061807', '-76.144989')"
9414,,,9415,231300927,2023/02/21 11:06:00+00,400 ALVORD ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,11,"('43.061807', '-76.144989')"
9415,,,9416,408084D,2023/02/16 11:28:00+00,400 WARREN ST S,PARKED IN LOADING ZONE/ALL CO15-329,Paid In Full,25,Thursday,11,"('43.046903', '-76.150912')"
9416,,,9417,231300928,2023/02/21 11:07:00+00,400 ALVORD ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,11,"('43.061807', '-76.144989')"
9417,,,9418,231300929,2023/02/21 11:09:00+00,400 ALVORD ST N,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,11,"('43.061807', '-76.144989')"
9418,,,9419,408149D,2023/02/10 11:22:00+00,300 MILTON AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Friday,11,"('43.049133', '-76.187259')"
9419,,,9420,230900740,2023/02/21 11:29:00+00,100 BANK ALLEY,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,11,"('43.049448', '-76.151561')"
9420,,,9421,231300930,2023/02/21 11:13:00+00,600 DIVISION ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25,Tuesday,11,"('43.06169', '-76.150138')"
9421,-8478661.26137678,5316781.70843512,9422,408472D,2023/02/15 09:15:00+00,300 ONONDAGA ST E,HANDICAP PRKNG ON-STR /ALL VTL1203(B)2,Adjudication Pending ,100,Wednesday,09,"('43.047056', '-76.148524')"
9422,,,9423,230900741,2023/02/21 11:29:00+00,100 BANK ALLEY,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,11,"('43.049448', '-76.151561')"
9423,,,9424,230900742,2023/02/21 11:30:00+00,100 BANK ALLEY,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Tuesday,11,"('43.049448', '-76.151561')"
9424,,,9425,230900744,2023/02/21 11:31:00+00,100 BANK ALLEY,PARKED IN LOADING ZONE/ALL CO15-329,Third Notice,25,Tuesday,11,"('43.049448', '-76.151561')"
9425,,,9426,230900743,2023/02/21 11:30:00+00,100 BANK ALLEY,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,11,"('43.049448', '-76.151561')"
9426,,,9427,387277D,2023/02/19 00:52:00+00,200 BANK ALLEY,PRKD BTWN SIDEWALK/CURB CO15-316 (A)1,Paid In Full,60,Sunday,00,"('43.048555', '-76.15158')"
9427,-8471794.90827985,5319405.39866544,9428,230900739,2023/02/21 11:28:00+00,100 FAYETTE ST E,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,11,"('43.048594', '-76.151301')"
9428,,,9429,387276D,2023/02/19 00:56:00+00,200 BANK ALLEY,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Sunday,00,"('43.048555', '-76.15158')"
9429,,,9430,387275D,2023/02/19 12:54:00+00,200 BANK ALLEY,PRKD 12 IN FROM CURB/ALL CO15-301,Paid In Full,25,Sunday,12,"('43.048555', '-76.15158')"
9430,,,9431,396426D,2023/02/19 19:33:00+00,200 VANN ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Approved,0,Sunday,19,"('43.056329', '-76.119304')"
9431,,,9432,230100542,2023/02/21 13:55:00+00,900 MADISON ST,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,25,Tuesday,13,"('43.045248', '-76.134196')"
9432,,,9433,230100541,2023/02/21 13:54:00+00,900 MADISON ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Tuesday,13,"('43.045248', '-76.134196')"
9433,,,9434,230900746,2023/02/21 13:57:00+00,200 WOODBINE AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Tuesday,13,"('43.066052', '-76.10994')"
9434,,,9435,230900745,2023/02/21 13:57:00+00,200 WOODBINE AVE,OBSTRUCTING TRAFFIC/ALL CO15-317,Second Notice,60,Tuesday,13,"('43.066052', '-76.10994')"
9435,-8475090.07642446,5318437.53591902,9436,230100543,2023/02/21 13:59:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,13,"('43.04245675', '-76.1331655')"
9436,-8475090.07642446,5318437.53591902,9437,230100545,2023/02/21 14:01:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,14,"('43.04245675', '-76.1331655')"
9437,-8475090.07642446,5318437.53591902,9438,230100544,2023/02/21 14:00:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,14,"('43.04245675', '-76.1331655')"
9438,-8475090.07642446,5318437.53591902,9439,230100547,2023/02/21 14:02:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,14,"('43.04245675', '-76.1331655')"
9439,-8475090.07642446,5318437.53591902,9440,230100546,2023/02/21 14:01:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,14,"('43.04245675', '-76.1331655')"
9440,-8475090.07642446,5318437.53591902,9441,230100548,2023/02/21 14:03:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Second Notice,60,Tuesday,14,"('43.04245675', '-76.1331655')"
9441,-8475090.07642446,5318437.53591902,9442,230100550,2023/02/21 14:04:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Tuesday,14,"('43.04245675', '-76.1331655')"
9442,,,9443,230100552,2023/02/21 14:07:00+00,100 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Tuesday,14,"('43.0422531', '-76.1328252')"
9443,,,9444,230100551,2023/02/21 14:06:00+00,100 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,14,"('43.0422531', '-76.1328252')"
9444,-8475090.07642446,5318437.53591902,9445,230100549,2023/02/21 14:04:00+00,200 WALNUT PL,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Tuesday,14,"('43.04245675', '-76.1331655')"
9445,,,9446,230100553,2023/02/21 14:09:00+00,800 WALNUT AVE,NO PRKNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Tuesday,14,"('43.0421053', '-76.1324459')"
9446,,,9447,230100554,2023/02/21 14:11:00+00,800 WALNUT AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Tuesday,14,"('43.0421053', '-76.1324459')"
9447,-8475107.10843412,5318278.51990242,9448,230100557,2023/02/21 14:15:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Third Notice,25,Tuesday,14,"('43.0414205', '-76.13319862251035')"
9448,-8475107.10843412,5318278.51990242,9449,230100558,2023/02/21 14:16:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Third Notice,25,Tuesday,14,"('43.0414205', '-76.13319862251035')"
9449,-8475107.10843412,5318278.51990242,9450,230100555,2023/02/21 14:12:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Tuesday,14,"('43.0414205', '-76.13319862251035')"
9450,-8475107.10843412,5318278.51990242,9451,230100556,2023/02/21 14:14:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Tuesday,14,"('43.0414205', '-76.13319862251035')"
9451,-8475107.10843412,5318278.51990242,9452,230100559,2023/02/21 14:17:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Third Notice,25,Tuesday,14,"('43.0414205', '-76.13319862251035')"
9452,-8475107.10843412,5318278.51990242,9453,230100560,2023/02/21 14:19:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Tuesday,14,"('43.0414205', '-76.13319862251035')"
9453,,,9454,409418D,2023/02/15 09:40:00+00,100 ERIE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Wednesday,09,"('43.053688', '-76.188085')"
9454,,,9455,409309D,2023/02/17 11:48:00+00,1000 WESCOTT ST,UNINSPECTED/ ALL TIMES VTL 306-B,Adjudication Pending ,25,Friday,11,"(0, 0)"
9455,-8475107.10843412,5318278.51990242,9456,230100561,2023/02/21 14:20:00+00,300 WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Tuesday,14,"('43.0414205', '-76.13319862251035')"
9456,,,9457,SH32068,2023/02/23 14:53:00+00, DESTINY MALL PINK LOT,HANDICAP PARKING-OFF STREET VTL1203C4,Paid In Full,25,Thursday,14,"(0, 0)"
9457,,,9458,395071D,2023/02/20 11:31:00+00,400 ULSTER ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Monday,11,"('43.048615', '-76.184425')"
9458,-8473719.00992931,5317809.71240169,9459,409258D,2023/02/21 10:05:00+00,700 MARYLAND AVE,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Paid In Full,25,Tuesday,10,"('43.038331', '-76.1207114')"
9459,-8475090.07642446,5318437.53591902,9460,409371D,2023/02/16 10:58:00+00,200  WALNUT PL,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Thursday,10,"('43.04245675', '-76.1331655')"
9460,,,9461,384565D,2023/02/17 13:23:00+00,400 MONTGOMERY ST,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Friday,13,"('43.046942', '-76.149107')"
9461,,,9462,409458D,2023/02/16 09:06:00+00,100 MONTICELLO DR S,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Thursday,09,"('42.999677', '-76.138817')"
9462,,,9463,409285D,2023/02/17 09:50:00+00,300 MERRILL ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Friday,09,"('43.081845', '-76.150301')"
9463,,,9464,408434D,2023/02/28 13:48:00+00,100 MERZ AVE,UNINSPECTED/ ALL TIMES VTL 306-B,Second Notice,25,Tuesday,13,"('43.063248', '-76.13839')"
9464,-8482179.34693889,5320077.20385768,9465,409435D,2023/02/15 10:13:00+00,200 DRISCOLL AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Wednesday,10,"('43.0532222', '-76.1967111')"
9465,-8476082.43407347,5319948.32324604,9466,231501286,2023/02/22 09:10:00+00,200 CATHERINE ST,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Third Notice,60,Wednesday,09,"('43.0523649', '-76.1419352')"
9466,-8475094.58489605,5316018.31712974,9467,409350D,2023/02/14 04:53:00+00,100 ROBERT DR,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Adjudication Pending ,60,Tuesday,04,"('43.0265457', '-76.1330699')"
9467,-8476068.9087905,5320047.04009615,9468,231501287,2023/02/22 09:15:00+00,300 HAWLEY AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Wednesday,09,"('43.0531038', '-76.14183470389781')"
9468,,,9469,408077D,2023/02/12 00:51:00+00,200 JEFFERSON ST W,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Sunday,00,"('43.0468838', '-76.1551802')"
9469,-8475594.52081043,5319321.76925427,9470,23501150,2023/02/22 09:13:00+00,900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Wednesday,09,"('43.0484055', '-76.1374615')"
9470,-8475594.52081043,5319321.76925427,9471,23501151,2023/02/22 09:14:00+00,900 FAYETTE ST E,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25,Wednesday,09,"('43.0484055', '-76.1374615')"
9471,,,9472,408078D,2023/02/12 00:53:00+00,200 JEFFERSON ST W,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Sunday,00,"('43.0468838', '-76.1551802')"
9472,-8475594.52081043,5319321.76925427,9473,23501152,2023/02/22 09:14:00+00,900 FAYETTE ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25,Wednesday,09,"('43.0484055', '-76.1374615')"
9473,,,9474,408079D,2023/02/12 00:55:00+00,200 JEFFERSON ST W,NO STOPPING ANY TIME CO15-316 (A)14,Third Notice,25,Sunday,00,"('43.0468838', '-76.1551802')"
9474,,,9475,408080D,2023/02/12 00:56:00+00,200 JEFFERSON ST W,NO PARKING ANY TIME CO15-316 (A)14,Paid In Full,25,Sunday,00,"('43.0468838', '-76.1551802')"
9475,,,9476,230100562,2023/02/22 09:24:00+00,200 STRATFORD ST,PARKED ON SIDEWALK/ALL CO15-316 (A)1,Third Notice,60,Wednesday,09,"('43.033962', '-76.127796')"
9476,,,9477,23501154,2023/02/22 09:25:00+00,400 CROUSE AVE S,NONE/ONE LICENSE PLATE/ALL VTL402-1,Third Notice,25,Wednesday,09,"('43.046742', '-76.136672')"
9477,,,9478,231501288,2023/02/22 09:26:00+00,300 MONTGOMERY ST,PARKED IN LOADING ZONE/ALL CO15-329,Third Notice,25,Wednesday,09,"('43.0482461', '-76.1495403')"
9478,-8475594.52081043,5319321.76925427,9479,23501153,2023/02/22 09:17:00+00,900 FAYETTE ST E,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Void Approved,0,Wednesday,09,"('43.0484055', '-76.1374615')"
9479,,,9480,374427D,2023/02/15 11:09:00+00,511 STATE ST S,MISC,Paid In Full,25,Wednesday,11,"(0, 0)"
9480,-8476812.30036917,5319069.51433867,9481,374430D,2023/02/15 14:41:00+00,401 MONTGOMERY ST,MISC,Second Notice,25,Wednesday,14,"('43.0466396', '-76.1483142')"
9481,-8474123.76761199,5317160.00078523,9482,230100563,2023/02/22 09:31:00+00,900 ACKERMAN AVE,ODD/EVEN PARKING NOV-MAR CO15-318 (A)2,Paid In Full,60,Wednesday,09,"('43.0340951', '-76.1243649')"
9482,,,9483,231501289,2023/02/22 09:31:00+00,100 JEFFERSON ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Third Notice,25,Wednesday,09,"('43.046948', '-76.151286')"
9483,,,9484,23501155,2023/02/22 09:34:00+00,600 CROUSE AVE S,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25,Wednesday,09,"('43.044079', '-76.136703')"
9484,,,9485,23501156,2023/02/22 09:36:00+00,600 CROUSE AVE S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Wednesday,09,"('43.044079', '-76.136703')"
9485,,,9486,231501291,2023/02/22 09:40:00+00,100 WARREN ST S,NO PARKING ANY TIME CO15-316 (A)14,Third Notice,25,Wednesday,09,"('43.050764', '-76.150873')"
9486,-8477088.31705368,5319361.52736912,9487,231501290,2023/02/22 09:36:00+00,300 WARREN ST S,NO STOPPING ANY TIME CO15-316 (A)14,Paid In Full,25,Wednesday,09,"('43.048532949999995', '-76.15107612442631')"
9487,,,9488,231501292,2023/02/22 09:40:00+00,100 WARREN ST S,UNINSPECTED/ ALL TIMES VTL 306-B,Third Notice,25,Wednesday,09,"('43.050764', '-76.150873')"
9488,,,9489,230100564,2023/02/22 09:40:00+00,500 COMSTOCK AVE,NO PARKING ANY TIME CO15-316 (A)14,Third Notice,25,Wednesday,09,"('43.041428', '-76.130383')"
9489,,,9490,230100565,2023/02/22 09:42:00+00,500 COMSTOCK AVE,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Issued,25,Wednesday,09,"('43.041428', '-76.130383')"
9490,,,9491,231501296,2023/02/22 09:44:00+00,200 WATER ST E,UNREGSTRD/UNAFFIXD/ALL VTL401-1/403-1,Adjudication Pending ,25,Wednesday,09,"('43.050425', '-76.150598')"
9491,,,9492,231501293,2023/02/22 09:42:00+00,100 WARREN ST S,NO STPNG HERE TO CNR/ALL CO15-316(A)6,Paid In Full,25,Wednesday,09,"('43.050764', '-76.150873')"
9492,,,9493,231501294,2023/02/22 09:43:00+00,200 WATER ST E,NO STOPPING ANY TIME CO15-316 (A)14,Void Approved,0,Wednesday,09,"('43.050425', '-76.150598')"
